,0,1
0,95,873
1,686,904
2,727,609
3,761,303
4,752,377
5,592,16
6,397,643
7,176,685
8,983,677
9,188,696
10,661,988
11,285,926
12,721,951
13,184,962
14,197,269
15,196,672
16,303,801
17,384,354
18,633,926
19,691,388
20,146,656
21,1,559
22,415,940
23,673,263
24,42,524
25,799,414
26,121,694
27,746,4
28,158,518
29,137,229
30,791,264
31,999,942
32,88,373
33,628,763
34,534,24
35,168,970
36,251,85
37,894,139
38,596,917
39,870,341
40,560,703
41,163,645
42,482,27
43,359,943
44,450,161
45,456,334
46,412,782
47,860,253
48,200,923
49,694,912
50,973,787
51,494,865
52,318,841
53,980,730
54,276,571
55,228,724
56,866,273
57,928,263
58,392,299
59,669,911
60,955,581
61,446,320
62,656,309
63,863,419
64,531,118
65,556,677
66,972,821
67,646,516
68,771,593
69,566,850
70,260,793
71,517,16
72,727,169
73,382,459
74,320,594
75,972,46
76,285,637
77,197,649
78,937,783
79,177,610
80,998,998
81,33,275
82,134,507
83,909,190
84,36,997
85,34,879
86,536,858
87,720,944
88,416,306
89,899,699
90,944,390
91,698,147
92,801,671
93,785,281
94,929,907
95,73,830
96,940,151
97,164,774
98,918,566
99,625,228
100,767,859
101,27,315
102,115,414
103,365,163
104,583,721
105,348,954
106,25,23
107,106,612
108,160,709
109,92,954
110,611,461
111,665,52
112,434,295
113,566,696
114,800,720
115,535,596
116,865,138
117,593,45
118,563,308
119,906,667
120,591,303
121,725,682
122,157,99
123,817,93
124,28,620
125,220,759
126,467,666
127,183,23
128,475,544
129,399,660
130,252,839
131,606,814
132,590,696
133,519,236
134,316,861
135,581,970
136,315,528
137,867,163
138,768,370
139,868,134
140,927,203
141,228,103
142,90,598
143,739,457
144,927,82
145,202,537
146,194,199
147,622,854
148,852,252
149,950,182
150,760,778
151,693,723
152,965,268
153,331,746
154,257,855
155,813,639
156,288,988
157,595,837
158,593,349
159,794,134
160,697,173
161,69,433
162,592,170
163,483,372
164,711,235
165,627,905
166,797,487
167,237,671
168,522,866
169,634,646
170,357,224
171,659,418
172,161,779
173,427,915
174,679,679
175,886,957
176,764,936
177,78,617
178,399,2
179,507,283
180,658,518
181,443,400
182,327,207
183,258,743
184,812,997
185,170,27
186,272,493
187,497,92
188,6,771
189,644,432
190,288,557
191,58,436
192,899,369
193,988,831
194,184,67
195,540,444
196,367,280
197,196,151
198,905,616
199,58,577
200,112,649
201,175,350
202,937,322
203,460,27
204,906,521
205,939,949
206,491,277
207,141,777
208,829,251
209,780,112
210,268,458
211,817,445
212,45,143
213,388,513
214,386,103
215,57,696
216,652,115
217,229,669
218,593,860
219,503,674
220,93,668
221,76,689
222,199,927
223,22,656
224,951,197
225,905,652
226,886,523
227,7,614
228,511,550
229,396,224
230,212,969
231,809,581
232,164,693
233,625,275
234,811,664
235,289,325
236,906,569
237,926,91
238,897,742
239,139,929
240,736,998
241,693,363
242,460,730
243,795,388
244,581,788
245,447,993
246,282,699
247,666,664
248,529,491
249,181,492
250,391,593
251,558,483
252,175,229
253,437,845
254,467,88
255,600,518
256,355,829
257,631,367
258,65,836
259,251,845
260,426,591
261,517,821
262,466,49
263,907,287
264,635,440
265,881,101
266,402,446
267,80,598
268,486,61
269,407,424
270,35,579
271,160,320
272,938,749
273,667,460
274,652,429
275,751,75
276,91,533
277,804,785
278,150,781
279,324,41
280,18,580
281,957,78
282,429,573
283,125,930
284,700,691
285,434,446
286,2,350
287,821,49
288,545,420
289,394,590
290,119,318
291,721,843
292,700,103
293,189,320
294,179,54
295,623,997
296,268,780
297,505,481
298,349,834
299,78,462
300,282,178
301,962,771
302,844,177
303,353,905
304,302,589
305,705,727
306,537,736
307,332,536
308,148,41
309,997,141
310,794,484
311,877,472
312,88,4
313,6,59
314,685,71
315,367,60
316,186,975
317,31,111
318,738,203
319,98,507
320,451,829
321,873,647
322,850,633
323,336,895
324,845,254
325,959,155
326,430,643
327,533,708
328,259,849
329,705,472
330,296,588
331,818,371
332,356,450
333,871,176
334,957,986
335,543,320
336,155,380
337,679,603
338,461,82
339,392,286
340,877,947
341,364,215
342,131,662
343,263,903
344,445,268
345,531,96
346,188,626
347,241,726
348,513,717
349,93,906
350,507,764
351,287,348
352,493,456
353,656,958
354,927,253
355,25,224
356,480,723
357,248,344
358,370,622
359,39,488
360,640,124
361,568,734
362,177,267
363,485,658
364,719,115
365,748,150
366,637,540
367,576,893
368,652,718
369,728,214
370,573,750
371,153,66
372,632,745
373,655,247
374,492,407
375,618,779
376,159,463
377,53,676
378,805,37
379,894,563
380,586,244
381,247,895
382,929,252
